title,tags,servings,ingredients,ingredient_quantities,steps,rating,review_count
thai tom kha soup,"['thai', 'asian', 'spicy', '< 4 hours', 'one dish meal']",8.0,"['coconut milk', 'lemongrass', 'fish sauce', 'shrimp paste', 'low sodium soy sauce', 'white vinegar', 'limes, zest of', 'limes, juice of', 'serrano chili peppers', 'ginger', 'garlic', 'brown sugar', 'boneless skinless chicken breasts', 'white mushrooms', 'bok choy', 'tomatoes', 'bean thread noodles', 'fresh cilantro', 'lime juice']","['3', '1', '2', '2', '1', '1', '1', '3', '3', '3', '2', '4', '2', '2', '8', '1', '2', '6', '1', '1 -2']","['in 4qt or larger, heavy-bottomed pot, begin heating chicken broth and coconut milk on low-medium heat.', 'add the other ingredients for the broth, down through the brown sugar, as you prepare them.', 'bring broth to a slow simmer; never allow it to reach a rolling boil, and do not cover it at any time during cooking.', 'when broth is simmering, begin adding remaining ingredients starting with the chicken, as you prepare them in the order listed, stirring regularly.', 'make sure the chicken is fully cooked by the time you add the cilantro--if you cube the chicken finely enough and use a normal length of time preparing the vegetables, this should not be an issue, but allow it to simmer a few extra minutes if necessary before adding the cilantro.', ""about a minute after adding the cilantro, taste the soup and add some additional lime juice as desired to punch up the flavor (maybe 1-2 t--don't overdo it!)."", 'serve immediately.']",5.0,13.0
red onion confit,"['vegetable', '< 60 mins', 'easy', 'onions']",10.0,"['olive oil', 'red onion']","['2', '1', '4', '1']","['heat the olive oil in a large pan over medium heat.', 'add the red onions. do not stir. let the onions turn light brown, then turn and brown on the other side.', 'when the onions are browned, add the balsamic vinegar and orange rind.', 'cook for 2-3 minutes, until the liquid is almost gone.']",5.0,5.0
potato gnocchi with gorgonzola,"['cheese', 'vegetable', 'european', 'egg free', 'free of...', 'brunch', '< 60 mins', 'potato']",6.0,"['potatoes', 'salt', 'unbleached all-purpose flour', 'gorgonzola', 'butter', 'heavy cream', 'parmigiano-reggiano cheese']","['2', '1/2', '1 1/2', '2/3', '1/4', '1/4', '1/4']","['make the gnocchi:', 'peel potatoes.', 'boil the potatoes for about 20 minutes in salted water until tender.', 'pass potatoes through the fine disk of a potato ricer, and cool.', 'pour the potato onto the counter, and begin to mix in the flour.', 'add a pinch of salt and gather into a dough.', 'cut the dough into 4 pieces, and roll into finger-thick logs.', 'cut each log into 1"" pieces, and press each over the reversed tines of a fork (the resulting ridges allow the gnocchi to grab onto the sauce later).', 'now dust a tray with flour and line the gnocchi in a single layer on top of it.', 'set aside, and bring a large pot of salted water to a boil.', 'once boiling, drop in the gnocchi, and remove them with a slotted spoon when they rise to the surface (this means they are ready).', 'meanwhile, crumble the gorgonzola into chunks, and melt in a pan over medium-low heat with the butter and cream.', 'when ready, combine the gnocchi and the sauce, sprinkle with the parmigiano, and serve.']",5.0,9.0
honey lime chicken,"['weeknight', '< 4 hours', 'easy', 'healthy']",4.0,"['honey', 'soy sauce', 'lime juice', 'boneless skinless chicken breasts']","['1/2', '1/3', '1/4', '4']","['mix first three ingredients in a plastic bag or shallow dish.', 'marinate chicken at least 45 minutes before grilling or baking.']",5.0,29.0
boiled egg in a bowl,"['kid friendly', 'brunch', '< 15 mins', 'easy', 'inexpensive', 'breakfast']",2.0,"['eggs', 'corn kernels', 'parsley']","['2', '95', '1/2', '2']","['cook eggs in simmering water for 6 minutes till soft boiled.', 'drain, cool slightly.', 'use a sharp knife to halve eggs.', 'using a teaspoon scoop eggs into bowl.', 'add corn, cheese and parsley.', 'season to taste, serve warm.']",4.5,5.0
"poultry and pasta with pears, cranberries, and walnuts","['meat', '< 60 mins', 'beginner cook', 'easy', 'poultry']",6.0,"['dry pasta', 'olive oil', 'onion', 'pears', 'walnuts', 'dried craisins', 'raisins', 'sherry wine', 'fresh sage', 'dried sage', 'chicken broth', 'salt', 'pepper', 'parsley']","['1', '2', '1', '1', '3', '1/2', '1/2', '1/2', '2', '1', '1/2', '1/4', '1/4']","['while pasta is cooking according to directions (even spaghetti works well in this recipe) heat oil, onions, and poultry in a skillet till brown.', 'measure or prepare the other ingredients then add all (but the pasta) to the onions and poultry.', 'cook over medium-high heat until all ingredients are hot.', 'drain and serve pasta with a serving of the hot mix on top.']",5.0,5.0
chicken and green beans in spicy peanut sauce!,"['long grain rice', 'poultry', 'rice', 'vegetable', 'meat', '< 30 mins', 'beginner cook', 'easy', 'chicken']",4.0,"['long grain white rice', 'water', 'fresh green beans', 'olive oil', 'boneless skinless chicken breast half', 'low sodium chicken broth', 'honey', 'low sodium soy sauce', 'lemon juice', 'green onions', 'peanuts']","['1', '2', '1', '2', '1', '3/4', '1/3', '2', '1', '1', '2', '3', '2']","['bring the rice and water to boil in a pot. reduce heat to low, cover, and simmer 20 minutes.', 'place green beans in a pot fitted with a steamer basket over boiling water, and steam 10 minutes, or until tender but crisp.', 'heat the oil in a skillet, and cook the chicken 5 minutes on each side, or until juices run clear.', 'mix the chicken broth, peanut butter, honey, soy sauce, chile paste, lemon juice in a saucepan over medium heat.', 'cook and stir 5 minutes, until slightly thickened.', 'mix in the green beans and rice.', 'serve over rice. garnish with green onions and peanuts.']",4.5,10.0
jo mama's beef stew,"['meat', 'weeknight', 'stove top', '< 4 hours', 'easy', 'stew']",6.0,"['flour', 'boiling potatoes', 'carrots', 'celery', 'onion', 'fresh rosemary', 'salt', 'pepper', 'beef bouillon cubes']","['2', '1/4', '4', '2', '2', '1', '1', '1', '1/2', '2']","['shake stew meat up in a bag with flour to cover.', 'brown in vegetable oil in stew pot.', 'cover with water and bring to a boil.', 'simmer for 30 minutes or more.  (i like to simmer until the beef is nice and tender).', 'add remaining ingredients and add additional water to cover.', 'bring to a boil again.', 'reduce heat and simmer until vegetables are done, about 15 minutes.']",5.0,18.0
crab stuffed chicken (aka fancy chicken),"['chicken', 'poultry', 'meat', '< 60 mins', 'crab']",4.0,"['cream cheese', 'lump crabmeat', 'boneless skinless chicken breasts', 'flour', 'eggs', 'olive oil', 'butter']","['8', '1', '1', '4', '1/4', '2', '3/4', '3', '1 1/2']","['combine cream cheese, crabmeat, and soup mix, set aside.', ""cut a 'pocket' into the side of each chicken breast (be sure not to cut all the way through!)."", 'fill each pocket with the cream cheese mixture and close the opening with toothpicks.', 'dip chicken breasts in flour-> eggs-> breadcrumbs.', 'in large skillet, melt oil and butter over medium-high heat.', 'add chicken to skillet, cook for 10 minutes, or till golden brown, turning once.', 'transfer chicken to 13x9 pan and bake in a 350°f oven, uncovered, for 15 minutes or until chicken is done.']",5.0,61.0
black pepper sirloin steak,"['tex mex', 'creole', 'southwestern u.s.', 'spring', 'summer', 'broil/grill', '< 30 mins', 'oven', 'beginner cook', 'easy', 'meat']",6.0,"['butter', 'margarine', 'fresh parsley', 'dried parsley', 'onion', 'worcestershire sauce', 'fresh ground pepper', 'dry mustard']","['1', '1/2', '1/4', '1/4', '2', '1', '1/2']","['lightly score edges of steak at 1-inch intervals.', 'preheat grill or broiler.', 'combine margarine, parsley, onion,& worcestershire sauce, pepper and mustard in a small sauce pan.', 'heat stirring continually, over low heat until margarine melts.', 'reserve 1/4 mixture.', 'place steak on grill or broiler.', 'brush wih butter mixture.', 'cook, basting frequently with butter mixture, about 6 minutes per side for medium.', 'place steak on a serving platter.', 'cut thin slices across the grain.', 'drizzle reserved butter mixture over steak.']",5.0,10.0
easy cornmeal buttermilk pancakes,"['grains', 'kid friendly', 'brunch', '< 30 mins', 'beginner cook', 'stove top', 'easy', 'inexpensive', 'breakfast']",10.0,"['flour', 'baking soda', 'cornmeal', 'egg', '1% fat buttermilk', 'vanilla']","['1/3', '3/4', '1 1/8', '1', '1 1/8', '1']","['combine flour, baking soda and cornmeal.', 'add egg, buttermilk and vanilla.', 'stir until just mixed.', 'pour by 1/4 cup into a hot pan.', 'cook until bubbles appear, flip.', 'makes about 10 pancakes.', 'i put 1 serving as one pancake.', 'note:  this recipe is very versatile;  if you like sweeter pancakes, add 1 tbsp of sugar;  these are also good with 1 cup of blueberries, or try any other kind of fruit;  cinnamon may also be added for extra flavour.']",4.5,18.0
stir-fry broccoli,"['low protein', 'spring', '< 15 mins', 'stove top', 'easy', 'vegetable']",4.0,"['fresh broccoli florets', 'butter', 'lemon-pepper seasoning']","['3', '1/4', '2 1/2']","['heat butter on med.', 'add broccoli and stir-fry for 3-4 minutes, until crisp tender.', 'sprinkle with lemon-pepper seasoning.', 'stir-fry 30 seconds more.']",5.0,17.0
chi chi's seafood enchilada - copycat,"['southwestern u.s.', 'microwave', '< 30 mins', 'easy', 'tex mex']",8.0,"['onion', 'monterey jack cheese', 'flour tortillas', 'milk', 'nutmeg', 'pepper']","['1', '1/2', '8', '1 3/4', '8', '1', '1', '1']","['in mixing bowl, stir together soup, onion, nutmeg and black pepper.', 'in another bowl, place half of the soup mixture, crab and 1 cup of the jack cheese; set aside.', 'wrap the tortillas in paper towels, microwave on 100 percent power for 30 to 60 seconds.', 'place 1/3 cup mixture on each tortilla and roll up.', 'place seam side down in greased 12 x 7-1/2 dish.', 'stir milk into the reserved soup mixture, pour over enchiladas.', 'microwave, covered, on high for 12 to 14 minutes.', 'sprinkle with remaining cheese.', 'let stand for 10 minutes.', 'add a dash of hot pepper sauce to soup mix if desired.']",4.5,29.0
flourless chocolate cake in a cup,"['dessert', 'free of...', '< 15 mins', 'easy', 'breakfast']",1.0,"['egg', 'vanilla extract', 'heavy cream', 'splenda sugar substitute', 'baking powder', 'butter']","['1', '1/2', '1', '2', '10', '1', '1']","['soften butter.', 'in small bowl, beat egg with fork; add in the additional ingredients and mix until smooth.', 'spray an oversized cup or mug with nonstick spray.  pour in batter.  microwave on high for 50 seconds.', 'cake can be turned out on plate and served with whipped cream.', 'try inserting a sugar-free peanut butter cup in the center midway through cooking time.']",5.0,6.0
blue cheese spaghetti,"['pork', 'cheese', 'meat', 'savory', '< 30 mins', 'easy', 'spaghetti']",4.0,"['bacon', 'spaghetti', 'butter', 'olive oil', 'garlic cloves', 'shallots', 'all-purpose flour', 'half-and-half', 'blue cheese', 'arugula']","['4', '1', '1', '1', '2', '2', '2', '1', '1/4', '8', '1/4']","['put a large pot of water on the stove to bring to a boil for pasta.', 'preheat medium skillet over medium-high heat. add chopped bacon and cook until crisp.', 'salt water for pasta and add spaghetti to the pot. cook to al dente, with a bite to it.', 'remove bacon to paper towel lined plate with a slotted spoon and drain off most of the fat, return pan to heat and reduce heat to medium. add extra-virgin olive oil, and 1 tablespoon butter. when butter melts into extra-virgin olive oil, add in garlic and the shallots, saute for 3 minutes.', 'to the garlic and shallots, add in flour and cook a minute more. whisk in stock, bring to a bubble, about 30 seconds then stir in the cream. when cream comes to a bubble, add in blue cheese and a few grinds of black pepper. stir until cheese melts. reduce heat to lowest setting.', 'drain pasta and toss with sauce to coat and combine evenly. taste to adjust seasoning.', 'scatter the arugula and bacon bits across the top of the pasta.']",5.0,8.0
quick bbq zucchini,"['lactose free', 'low protein', 'low cholesterol', 'egg free', 'free of...', 'camping', 'brunch', '< 15 mins', 'beginner cook', 'easy', 'australian']",2.0,"['zucchini', 'dried dill', 'dried oregano', 'ground black pepper', 'extra virgin olive oil']","['1', '1/8', '1/8', '1/8', '1']","['slice zucchini in half length wise and then cut into serving pieces of around 5cm (2 inches).', 'lightly sprinkle with dill, oregano and pepper, then drizzle olive oil over the top.', 'bbq on oiled hotplate over low-medium temperature for around 4 minutes skin down, 3 minutes face down and a final 3 minutes skin down.']",5.0,23.0
garlic roasted red potatoes,"['vegetable', '< 4 hours', 'easy', 'potato']",4.0,"['extra virgin olive oil', 'garlic cloves', 'fresh rosemary', 'green onion', 'kosher salt', 'fresh ground pepper']","['8 -10', '3/4', '3', '3', '1/2', '1/2', '1/2']","['heat oven to 325°f.', 'cross cut the potatoes and place in a roasting pan.', 'mix all of the ingredients in a small bowl except for the green onions.', 'spoon the mixture over the potatoes making sure to fill in the slices.', 'cook for 1 1/2 hours or until golden brown.', 'garnish with green onions.', 'this goes excellent with grilled salmon with dill sauce.']",5.0,7.0
easy orange french toast,"['fruit', 'european', 'healthy', 'kid friendly', '< 30 mins', 'easy', 'inexpensive', 'breakfast']",6.0,"['eggs', 'cinnamon', 'vanilla', 'butter']","['1/3', '1', '4', '1/2', '1/2', '1/4', '12']","['combine juice, peel, eggs, cinnamon and vanilla.', 'beat well.', 'melt butter in 13x9 baking pan.', 'dip the bread on both sides; place in pan.', 'bake at 450* for 6 minutes, turn and bake another 6 minutes.']",5.0,6.0
chicken in you won't believe it's cream sauce!,"['poultry', 'cheese', 'vegetable', 'meat', 'kid friendly', 'weeknight', 'oven', '< 4 hours', 'easy', 'inexpensive', 'chicken']",8.0,"['boneless skinless chicken breasts', 'fat free cream cheese', 'green onion', 'dry white wine']","['8', '1/2', '4', '1', '1/3', '1/3']","['preheat ovem to 350°f.', 'place chicken in a 2 quart baking dish coated with a non- stick spray.', 'heat together, soup, cream cheese and salad dressing mix, stirring until well mixed.', 'add wine and green onions, pour over chicken and bake for 1 hour.']",5.0,10.0
chicken latkes,"['chicken', 'potato', 'poultry', 'onions', 'vegetable', 'meat', 'australian', 'low cholesterol', 'healthy', 'hanukkah', 'brunch', '< 60 mins', 'lunch/snacks']",4.0,"['chicken breast fillets', 'baking potatoes', 'onion', 'self-raising flour', 'fresh dill', 'salt']","['175', '700', '1', '2', '1', '2', '1/4', '2']","['cut the chicken into thin strips, about 6mm/1/4 inch wide.', 'peel and grate the potatoes and place them in a colander. peel the onion, then grate it into the colander.  press down on the mixture with the back of a spoon or with the palm of your hand, then to remove more excess moisture (so that the latkes crisp well) sandwich the potato/onion mixture between 2 sheets of paper towelling and squeeze until completely dry.', 'lightly beat the egg whites in a large mixing bowl, stir in the flour, dill and salt.  add the chicken and the potato/onion mixture and stir until well-combined.', 'heat the oil in a large, heavy-based non-stick pan.', 'add 4 heaped tablespoons of the chicken/potato mixture, spacing well apart.  gently flatten each one with the back of a spatula, and sauté on each side, or until each side is cooked through and a golden brown.  remove the latkes from the pan, set aside and keep warm.  repeat the process with the remaining chicken/potato mixture to make 8 latkes.', 'garnish with dill and serve with salad and a tzazikki sauce.']",5.0,6.0
